의료기관명,의료기관분류,세부진단,의료기관전화번호,연락처,위도,경도,진료과목내용명,운영시간,공휴일시간,의료기관주소,월요일진료시작시간,월요일진료종료시간,월요일휴게시작시간,월요일휴게종료시간,화요일진료시작시간,화요일진료종료시간,화요일휴게시작시간,화요일휴게종료시간,수요일진료시작시간,수요일진료종료시간,수요일휴게시작시간,수요일휴게종료시간,목요일진료시작시간,목요일진료종료시간,목요일휴게시작시간,목요일휴게종료시간,금요일진료시작시간,금요일진료종료시간,금요일휴게시작시간,금요일휴게종료시간,토요일진료시작시간,토요일진료종료시간,토요일휴게시작시간,토요일휴게종료시간,일요일진료시작시간,일요일진료종료시간,일요일휴게시작시간,일요일휴게종료시간
첫마을치과의원,치과의원,치과,044-867-2275,044-867-2275 대표번호,36.4798954,127.2619433,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  화 ~ 금 09:30 ~ 18:30  월 09:30 ~ 20:00  토 09:30 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 165 세종메디피아 302303호 (우)30130,9:30,20:00,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
청심당한의원,한의원,한의원,044-866-1875,044-866-1875 대표번호,36.477293,127.28961,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 공휴일,세종특별자치시 남세종로 454 강남제일타워 403호 (우)30150,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
초목한의원,한의원,한의원,044-868-7520,044-868-7520 대표번호,36.4856879,127.2503691,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월수금 09:30 ~ 19:00  화목 09:30 ~ 21:00 (야간진료)  토 09:30 ~ 15:00  월 ~ 토 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 새롬중앙로 55 행운빌딩 2층 201호 (우)30126,9:30,19:00,13:00,14:00,9:30,21:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,21:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,15:00,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음
최훈내과의원,의원,내과,044-865-5575,044-865-5575 대표번호,36.511334,127.2497483,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 소아청소년과, 안과, 이비인후과",진료시간  월 ~ 금 08:30 ~ 18:00  토 08:30 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 5월 1일 휴무 공휴일 24.10.1 국군의날 임시공휴일,세종특별자치시 보듬3로 91 해피라움상가4 3층 303 304호 (우)30100,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,18:00,13:00,14:00,8:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
코끼리마취통증의학과의원,의원,정형외과,044-862-7505,044-862-7505 대표번호,36.5122573,127.2430165,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 20:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 보듬3로 150 아름행복타워 5층 502호 (우)30100,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
코끼리소아청소년과의원,의원,소아청소년과,044-867-8867,044-867-8867 대표번호,36.4828951,127.2924467,"내과, 소아청소년과, 안과, 이비인후과, 피부과",진료시간  월 ~ 금 08:00 ~ 18:00  토 08:00 ~ 17:00  일 09:00 ~ 13:00,공휴일 08:00 ~ 17:00,세종특별자치시 한누리대로 2012 (우)30151,8:00,18:00,정보 없음,정보 없음,8:00,18:00,정보 없음,정보 없음,8:00,18:00,정보 없음,정보 없음,8:00,18:00,정보 없음,정보 없음,8:00,18:00,정보 없음,정보 없음,8:00,17:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음
코난소아청소년과의원,의원,소아청소년과,044-715-7551,044-715-7551 대표번호,36.4801412,127.3014616,소아청소년과,진료시간  월화목금 09:00 ~ 18:00  수토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 남세종로 73 1층 109110호 (우)30141,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
코알이비인후과의원,의원,이비인후과,044-865-3650,044-865-3650 대표번호,36.4847449,127.2993181,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 예방의학과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 13:00,휴무일 일요일,세종특별자치시 한누리대로 2018 사이언스타운 4층 403~406호 (우)30151,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
크로바내과의원,의원,내과,044-863-7975,044-863-7975 대표번호,36.4866841,127.2570939,내과,진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 12:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 253 에스빌딩 606607호 (우)30127,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
크리미의원,의원,성형외과,044-715-7750,044-866-7575 대표번호,36.4944798,127.2493095,"성형외과, 피부과",진료시간  월 ~ 금 10:00 ~ 20:00  토 10:00 ~ 16:00,휴무일 일요일 공휴일,세종특별자치시 다정중앙로 46 2층 (우)30123,10:00,20:00,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,10:00,20:00,정보 없음,정보 없음,10:00,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
클레르피부과의원,의원,피부과,044-715-5910,044-715-5910 대표번호,36.4981148,127.3132612,피부과,진료시간  월수목 09:30 ~ 19:00  화 14:00 ~ 20:00  금 09:30 ~ 20:00  토 09:30 ~ 15:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 1820 왕관빌딩 4층 401~403-1호 (우)30146,9:30,19:00,정보 없음,정보 없음,14:00,20:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,15:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
킹세종이비인후과의원,의원,이비인후과,044-868-1443,044-868-1443 대표번호,36.5073391,127.2622843,"내과, 신경과, 정신건강의학과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 안과, 이비인후과, 피부과",진료시간  월 ~ 금 09:00 ~ 18:30  토 09:00 ~ 13:00  월 ~ 금 휴게시간 12:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 492 청암빌딩 3층 303304호 (우)30103,9:00,18:30,12:30,14:00,9:00,18:30,12:30,14:00,9:00,18:30,12:30,14:00,9:00,18:30,12:30,14:00,9:00,18:30,12:30,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
태이재한의원,한의원,한의원,044-415-1919,044-415-1919 대표번호,36.4849521,127.3006875,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 10:00 ~ 20:00  주말 10:00 ~ 15:00  월 ~ 금 휴게시간 13:30 ~ 14:30,공휴일 10:00 ~ 15:00,세종특별자치시 한누리대로 2009 펠리체타워2 203호 (우)30150,10:00,20:00,13:30,14:30,10:00,20:00,13:30,14:30,10:00,20:00,13:30,14:30,10:00,20:00,13:30,14:30,10:00,20:00,13:30,14:30,10:00,15:00,정보 없음,정보 없음,10:00,15:00,정보 없음,정보 없음
트리니움여성병원,병원,산부인과,044-270-0114,044-270-0114 대표번호,36.4915823,127.3034336,"내과, 마취통증의학과, 산부인과, 소아청소년과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 08:30 ~ 14:00  일 09:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 2024년 9월 16일 ~ 2024년 9월 18일 휴무,세종특별자치시 한누리대로 1934 메인타워 2~6층 (우)30147,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,8:30,14:00,정보 없음,정보 없음,9:30,13:00,정보 없음,정보 없음
패밀리치과의원,치과의원,치과,044-866-2804,044-866-2804 대표번호,36.5031538,127.249892,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월금 10:00 ~ 19:00  화 10:00 ~ 20:30  목 14:00 ~ 20:30  토 10:00 ~ 14:00  월화금 휴게시간 12:30 ~ 14:00,휴무일 수일요일 공휴일,세종특별자치시 달빛로 47 종촌파크프라자 3층 301호 (우)30064,10:00,19:00,12:30,14:00,10:00,20:30,12:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,14:00,20:30,정보 없음,정보 없음,10:00,19:00,12:30,14:00,10:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
퍼스트한의원,한의원,한의원,044-417-7875,044-417-7875 대표번호,36.4901712,127.2594252,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월수금 09:30 ~ 19:00  화 09:30 ~ 21:00  목 15:00 ~ 21:00  토 09:30 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 일요일,세종특별자치시 나성북로 30 퍼스트원 628~631호 (우)30128,9:30,19:00,13:00,14:00,9:30,21:00,13:00,14:00,9:30,19:00,13:00,14:00,15:00,21:00,정보 없음,정보 없음,9:30,19:00,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
평화당한의원,한의원,한의원,044-864-7600,044-864-7600 대표번호,36.4848805,127.2507958,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",진료시간  월수 10:00 ~ 21:00  화금 10:00 ~ 19:00  토 09:30 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목일요일 삼일절,세종특별자치시 새롬중앙로 47 세움빌딩 304호 (우)30126,10:00,21:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,21:00,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,10:00,19:00,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
핑크유외과의원,의원,외과,044-417-6688,044-417-6688 대표번호,36.5073908,127.262295,"내과, 신경과, 외과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 08:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 공휴일,세종특별자치시 한누리대로 492 청암홈빌딩 5층 501~504호 (우)30103,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,8:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
하늘소아청소년과의원,의원,소아청소년과,044-867-5151,044-867-5151 대표번호,36.4981148,127.3132612,"소아청소년과, 이비인후과, 피부과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 1820 4층 404 405-1호 (우)30146,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
한사랑메디칼의원,의원,가정의학과,044-866-7580,044-866-7580 대표번호,36.4798327,127.2526672,"내과, 정형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 13:00,공휴일 09:00 ~ 13:00,세종특별자치시 누리로 106 (우)30130,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
한사랑의원,의원,내과,044-867-3569,044-867-3569 대표번호,36.5026811,127.2481373,"내과, 정형외과, 소아청소년과, 이비인후과, 피부과",진료시간  월 ~ 토 09:00 ~ 22:00  일 09:00 ~ 18:30,휴무일 정보 없음,세종특별자치시 도움1로 106 메가시티 5층 (우)30064,9:00,22:00,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,9:00,22:00,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음
한솔한의원,한의원,한의원,044-863-4455,044-863-4455 대표번호,36.4799159,127.2530726,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 09:00 ~ 20:00  주말 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,공휴일 09:00 ~ 14:00,세종특별자치시 누리로 110 세종센터빌딩 403 404호 (우)30130,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,20:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음
해들치과의원,치과의원,치과,044-862-2804,044-862-2804 대표번호,36.4726802,127.2778762,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",진료시간  월화목금 09:30 ~ 18:30  수 09:30 ~ 20:30  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:30,휴무일 일요일 공휴일,세종특별자치시 한누리대로 2257 판타지타워 305호 (우)30153,9:30,18:30,13:00,14:30,9:30,18:30,13:00,14:30,9:30,20:30,13:00,14:30,9:30,18:30,13:00,14:30,9:30,18:30,13:00,14:30,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
해들한의원,한의원,한의원,044-868-7910,044-868-7910 대표번호,36.4720958,127.2772018,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 수금 09:00 ~ 19:00  토 09:00 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목일요일 공휴일,세종특별자치시 한누리대로 2265 308호 (우)30153,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
햇님한의원,한의원,한의원,044-866-6777,044-866-6777 대표번호,36.4845533,127.3011103,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 09:00 ~ 17:00  월 ~ 금 휴게시간 14:30 ~ 16:00,이용시 주의 사항 토일공휴일(기본 공휴일 및 설과 추석의 대체 공휴일 휴진/기타 임시 공휴일 대체공휴일은 진료),세종특별자치시 소담1로 16 지엘플렉스2 3층 302호 (우)30150,9:00,17:00,14:30,16:00,9:00,17:00,14:30,16:00,9:00,17:00,14:30,16:00,9:00,17:00,14:30,16:00,9:00,17:00,14:30,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
행복경희한의원,한의원,한의원,044-867-7599,044-867-7599 대표번호,36.5055296,127.2351933,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",진료시간  월 ~ 금 10:00 ~ 20:00  토 10:00 ~ 13:00  월 ~ 금 휴게시간 12:30 ~ 13:00,휴무일 정보 없음,세종특별자치시 고운서길 10 대현빌딩 303호 (우)30063,10:00,20:00,12:30,13:00,10:00,20:00,12:30,13:00,10:00,20:00,12:30,13:00,10:00,20:00,12:30,13:00,10:00,20:00,12:30,13:00,10:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
허브연합내과의원,의원,내과,044-715-7588,044-715-7588 대표번호,36.5293927,127.264881,"내과, 신경과, 정신건강의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 진단검사의학과, 결핵과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 12:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 해밀3로 51 스카이허브 3층 304호 (우)30092,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,18:00,12:30,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
허브힐한의원,한의원,한의원,044-862-7975,044-862-7975 대표번호,36.5293927,127.264881,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월화목금 09:30 ~ 21:00  수토 09:30 ~ 13:00  월화목금 휴게시간 18:00 ~ 18:30  월화목금 휴게시간 13:00 ~ 14:30,휴무일 일요일 공휴일,세종특별자치시 해밀3로 51 스카이허브 3층 301호 (우)30092,9:30,21:00,13:00,14:30,9:30,21:00,13:00,14:30,9:30,13:00,정보 없음,정보 없음,9:30,21:00,13:00,14:30,9:30,21:00,13:00,14:30,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
화이트부부치과의원,치과의원,치과,044-865-2835,044-865-2835 대표번호,36.5025906,127.2475653,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월수금 09:30 ~ 18:30  화목 09:30 ~ 20:30  토 09:30 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 둘째넷째 토요일,세종특별자치시 도움1로 108 몰리브빌딩 4층 410411호 (우)30064,9:30,18:30,13:00,14:00,9:30,20:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,20:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
