음식점명,운영시간,휴무일,주소,연락처,최종분류,분류,별점,리뷰수,시설,메뉴,월요일 영업 시작시간,월요일 영업 종료시간,월요일 라스트오더 시간,월요일 휴게 시작시간,월요일 휴게 종료시간,화요일 영업 시작시간,화요일 영업 종료시간,화요일 라스트오더 시간,화요일 휴게 시작시간,화요일 휴게 종료시간,수요일 영업 시작시간,수요일 영업 종료시간,수요일 라스트오더 시간,수요일 휴게 시작시간,수요일 휴게 종료시간,목요일 영업 시작시간,목요일 영업 종료시간,목요일 라스트오더 시간,목요일 휴게 시작시간,목요일 휴게 종료시간,금요일 영업 시작시간,금요일 영업 종료시간,금요일 라스트오더 시간,금요일 휴게 시작시간,금요일 휴게 종료시간,토요일 영업 시작시간,토요일 영업 종료시간,토요일 라스트오더 시간,토요일 휴게 시작시간,토요일 휴게 종료시간,일요일 영업 시작시간,일요일 영업 종료시간,일요일 라스트오더 시간,일요일 휴게 시작시간,일요일 휴게 종료시간,태그_예약_배달_포장,위도,경도,이미지파일명,상세페이지주소
밥상차려주는집,영업시간 매일 11:00 ~ 21:00 매일 라스트오더 ~ 20:00 매일 휴게시간 15:00 ~ 17:00,휴무일 정보 없음,세종특별자치시 가름로 232 세종비지니스빌딩 a동 215호 (우)30121,044-866-5133 대표번호,한식,한식,3,107,주차,"보리굴비: 17000
해물볶음(소): 20000
코다리구이: 15000
소갈비찜: 35000
활어회: 50000",11:00,21:00,20:00,15:00,17:00,11:00,21:00,20:00,15:00,17:00,11:00,21:00,20:00,15:00,17:00,11:00,21:00,20:00,15:00,17:00,11:00,21:00,20:00,15:00,17:00,11:00,21:00,20:00,15:00,17:00,11:00,21:00,20:00,15:00,17:00,"#가족모임 #가족행사 #상견례 #친목모임
예약가능 포장불가",36.4957982,127.2609374,476.밥상차려주는집.jpg,https://place.map.kakao.com/493184684
멍게가 세종점,영업시간 월~토 11:30 ~ 21:30 월~토 휴게시간 14:30 ~ 17:00,휴무일 일요일,세종특별자치시 가름로 232 세종비지니스센터 2층 B201202호 (우)30121,044-414-9295 대표번호,일식,해물생선,3.3,307,WIFI 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"멍게비빔밥: 11000
전복비빔밥: 16000
성게비빔밥: 19000
알탕: 13000
통영한상: 40000",11:30,21:30,정보 없음,14:30,17:00,11:30,21:30,정보 없음,14:30,17:00,11:30,21:30,정보 없음,14:30,17:00,11:30,21:30,정보 없음,14:30,17:00,11:30,21:30,정보 없음,14:30,17:00,11:30,21:30,정보 없음,14:30,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#가족모임 #건강식 #점심특선 #정갈한느낌 #친목모임 #코스요리 #회식장소
예약가능 배달불가 포장가능",36.4956263,127.2649084,477.멍게가 세종점.jpg,https://place.map.kakao.com/175080011
바르미샤브샤브n칼국수 홈플러스 세종점,영업시간 매일 11:00 ~ 21:00,휴무일 둘째넷째 일요일,세종특별자치시 절재로 154 1층 (우)30102,044-867-8115 대표번호,한식,샤브샤브,3.1,23,주차,"쇠고기+ 해산물 무한리필: 19800
쇠고기+ 해산물 무한리필 (초등학생): 13800
쇠고기+ 해산물 무한리필 (미취학): 6800",11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5072485,127.2598941,478.바르미샤브샤브n칼국수 홈플러스 세종점.jpg,https://place.map.kakao.com/26874298
경양카츠 세종정부청사점,영업시간 월~토 11:00 ~ 21:00 월~토 휴게시간 15:30 ~ 17:00,휴무일 일요일,세종특별자치시 절재로 194 중앙타운 1층 136호 (우)30103,044-272-9010 대표번호,일식,경양카츠,3.6,42,WIFI 주차,"세종 수육카츠: 20900
세종 족발카츠: 19900
특등심 카츠: 16900
안심&등심 카츠: 15900
안심 카츠: 14900",11:00,21:00,정보 없음,15:30,17:00,11:00,21:00,정보 없음,15:30,17:00,11:00,21:00,정보 없음,15:30,17:00,11:00,21:00,정보 없음,15:30,17:00,11:00,21:00,정보 없음,15:30,17:00,11:00,21:00,정보 없음,15:30,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#안심식당 #경양식요리 #점심식사 #혼밥 #제로페이
예약불가",36.5082074,127.2624282,479.경양카츠 세종정부청사점.jpg,https://place.map.kakao.com/801955844
롯데리아 홈플러스세종점,영업시간 매일 10:00 ~ 22:00,휴무일 둘째넷째 일요일,세종특별자치시 절재로 154 (우)30102,044-868-2253 대표번호,패스트푸드,롯데리아,1.7,10,시설 정보 없음,"한우불고기버거: 8600
데리버거: 3500
치킨 하프팩(4조각): 10900
치킨휠레: 3100
티렉스버거: 4800",10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,"#카카오페이 #제로페이
배달가능",36.5072485,127.2598941,480.롯데리아 홈플러스세종점.jpg,https://place.map.kakao.com/26570499
팜킷포케 어진점,영업시간 월~금 10:00 ~ 21:00 주말 11:00 ~ 21:00,휴무일 정보 없음,세종특별자치시 가름로 232 세종비지니스센터 A동 1층 106107호 (우)30121,044-863-2736 대표번호,한식,샐러드,4.4,27,주차,"생연어포케: 13900
부채살스테이크포케: 13900
쌀국수: 10900
생연어&참치: 13900
훈제오리: 12900",10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,10:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,"#안심식당 #건강식 #점심식사 #혼밥
예약가능 포장가능",36.4956263,127.2649084,481.팜킷포케 어진점.jpg,https://place.map.kakao.com/1005096920
아시안키친,영업시간 월~금 11:00 ~ 21:00 토 11:00 ~ 20:00 월~금 휴게시간 15:00 ~ 16:00,휴무일 정보 없음,세종특별자치시 절재로 194 중앙타운 B동 1층 147호 (우)30103,044-903-8914 대표번호,아시안(기타외국식),아시아음식,5,35,WIFI 주차 휠체어사용,"텃만꿍(멘보샤) 2개: 6500
해장쌀국수: 11500
소고기쌀국수: 10500
[웍으로 고슬하게 볶아낸]새우계란볶음밥: 10000
[사천에서 온 밥도둑]마파두부덮밥: 10000",11:00,21:00,정보 없음,15:00,16:00,11:00,21:00,정보 없음,15:00,16:00,11:00,21:00,정보 없음,15:00,16:00,11:00,21:00,정보 없음,15:00,16:00,11:00,21:00,정보 없음,15:00,16:00,11:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#멘보샤 #분짜 #나시고랭 #세종쌀국수 #세종태국음식
예약가능 배달가능 포장가능",36.5082074,127.2624282,482.아시안키친.jpg,https://place.map.kakao.com/148433198
르가든블루,영업시간 월~토 11:00 ~ 21:00 월~토 라스트오더 ~ 19:50 월~토 라스트오더 ~ 13:50 월~토 휴게시간 14:50 ~ 17:30,휴무일 일요일,세종특별자치시 한누리대로 411 KT&세종타워A 1층 102호 (우)30116,010-2671-2974 대표번호,양식,양식,0,193,시설 정보 없음,"연어스테이크가든: 18500
부채살 스테이크 with 트러플 크림 감자뇨끼: 32000
리가토니 볼로네제 파스타: 15900
새우 비스큐 스파이시 리소토: 17900
수비드 치킨 시저 가든: 15500",11:00,21:00,13:50,14:50,17:30,11:00,21:00,13:50,14:50,17:30,11:00,21:00,13:50,14:50,17:30,11:00,21:00,13:50,14:50,17:30,11:00,21:00,13:50,14:50,17:30,11:00,21:00,13:50,14:50,17:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.50115,127.2588209,483.르가든블루.png,https://place.map.kakao.com/669849175
옥된장 세종어진점,영업시간 월~토 11:00 ~ 01:00 일 11:00 ~ 22:00,휴무일 정보 없음,세종특별자치시 한누리대로 499 105105-1106호 (우)30102,연락처 정보 없음,한식,옥된장,4.8,628,시설 정보 없음,"모둠 수육무칩 250g: 35000
모둠 수육전골(대) 500g: 52000
우렁 칼국수 무침: 19000
우렁 미나리전: 15000
매운 소고기 두부 전골: 18000",11:00,1:00,정보 없음,정보 없음,정보 없음,11:00,1:00,정보 없음,정보 없음,정보 없음,11:00,1:00,정보 없음,정보 없음,정보 없음,11:00,1:00,정보 없음,정보 없음,정보 없음,11:00,1:00,정보 없음,정보 없음,정보 없음,11:00,1:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5080986,127.2611091,484.옥된장 세종어진점.jpg,https://place.map.kakao.com/424519093
할리스 세종어진점,영업시간 월~금 08:30 ~ 22:00 주말 09:00 ~ 21:00,휴무일 정보 없음,세종특별자치시 절재로 194 세종중앙타운 133호 214호 (우)30103,070-7766-1589 대표번호,카페,할리스,2.8,8,시설 정보 없음,"딸기 치즈케익 할리치노: 6400
민트 초코칩 할리치노: 6400
바닐라 딜라이트: 6200
카라멜 마키아또: 6200
카페 라떼: 5200",8:30,22:00,정보 없음,정보 없음,정보 없음,8:30,22:00,정보 없음,정보 없음,정보 없음,8:30,22:00,정보 없음,정보 없음,정보 없음,8:30,22:00,정보 없음,정보 없음,정보 없음,8:30,22:00,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,#카카오페이 #제로페이,36.5082074,127.2624282,485.할리스 세종어진점.jpg,https://place.map.kakao.com/27447346
이범석류 스시야,영업시간 월~토 11:30 ~ 22:00 월~토 라스트오더 ~ 21:00 월~토 휴게시간 15:00 ~ 17:00,휴무일 일요일,세종특별자치시 도움1로 7 세종NS호텔 3층 306~310호 (우)30116,044-868-4006 대표번호,일식,초밥롤,2.6,44,시설 정보 없음,"민물 장어 정식(1인): 45000
초밥 정식(1인): 35000
우동 초밥 정식(1인): 25000
메밀 초밥 정식(1인): 25000
마구로 오마카세 사시미 코스: 150000",11:30,22:00,21:00,15:00,17:00,11:30,22:00,21:00,15:00,17:00,11:30,22:00,21:00,15:00,17:00,11:30,22:00,21:00,15:00,17:00,11:30,22:00,21:00,15:00,17:00,11:30,22:00,21:00,15:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.5002545,127.2584363,486.이범석류 스시야.jpg,https://place.map.kakao.com/186105239
대독장 세종AK어진점,영업시간 매일 11:00 ~ 21:00,연중무휴,세종특별자치시 한누리대로 411 3층 (우)30116,044-960-5353 대표번호,한식,찌개전골,4.5,4,주차,"A세트: 19000
김치찌개 정식: 7000
파채고추장 두루치기 (소): 11000
간장두루치기 (소): 11000
갈비만두: 5000",11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5011289,127.258862,487.대독장 세종AK어진점.png,https://place.map.kakao.com/413080397
세종종가왕뼈감자탕 어진점,영업시간 월~토 09:00 ~ 22:00 월~토 라스트오더 ~ 21:00,휴무일 일요일,세종특별자치시 도움8로 11-11 (우)30103,연락처 정보 없음,한식,한식,5,40,시설 정보 없음,"감자탕(소): 29000
매콤콩나물뼈찜(중): 38000
간장양념뼈찜(중): 38000
뼈다귀해장국: 10000
선지양평해장국: 10000",9:00,22:00,21:00,정보 없음,정보 없음,9:00,22:00,21:00,정보 없음,정보 없음,9:00,22:00,21:00,정보 없음,정보 없음,9:00,22:00,21:00,정보 없음,정보 없음,9:00,22:00,21:00,정보 없음,정보 없음,9:00,22:00,21:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.5076305,127.2628028,488.세종종가왕뼈감자탕 어진점.jpg,https://place.map.kakao.com/315975970
떡마마 세종어진점,영업시간 매일 00:00 ~ 24:00,공휴일 00:00 ~ 24:00,세종특별자치시 도움8로 81 세종일번가 1층 C-101호 (우)30107,044-866-6219 대표번호,간식,떡한과,5,80,WIFI 동물출입금지 주차 휠체어사용없음 놀이방시설 없음 흡연실시설 없음,"생크림떡(9입): 12000
구슬떡(600g): 7800
녹차크림떡(8입): 13600
앙금증편(8개): 6600
호박인절미(600g): 12900",0:00,0:00,정보 없음,정보 없음,정보 없음,0:00,0:00,정보 없음,정보 없음,정보 없음,0:00,0:00,정보 없음,정보 없음,정보 없음,0:00,0:00,정보 없음,정보 없음,정보 없음,0:00,0:00,정보 없음,정보 없음,정보 없음,0:00,0:00,정보 없음,정보 없음,정보 없음,0:00,0:00,정보 없음,정보 없음,정보 없음,"#카카오페이 #제로페이
예약가능 배달가능 포장가능",36.5046297,127.2705662,489.떡마마 세종어진점.jpg,https://place.map.kakao.com/1734832493
부자아빠요식업,영업시간 월~금 08:30 ~ 20:00 일 09:00 ~ 20:00,휴무일 토요일,세종특별자치시 도움8로 91 세종마치 103호 (우)30107,044-868-2347 대표번호,일식,초밥롤,0,30,주차,"수제등심돈가스정식: 12900
수제등심돈가스&떡볶이&우동: 14900
수제등심돈가스&연어장덮밥&우동: 15900
수제등심돈가스&연어초밥&우동: 15900
연어장초밥 (10P): 18900",8:30,20:00,정보 없음,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,예약가능 배달가능 포장가능,36.5040516,127.271756,490.부자아빠요식업.jpg,https://place.map.kakao.com/651082665
비올라텍스쳐,영업시간 월~토 11:00 ~ 21:00 일 11:00 ~ 18:00,휴무일 넷째 일요일,세종특별자치시 가름로 143 KT&G세종타워 B동 2층 910호 (테라로사 윗층) (우)30116,044-903-4599 대표번호,주점업,와인바,0,1,시설 정보 없음,"빠삐오뜨 연어: 32000
부라타 토마토 파스타: 18500
가지 새우 그라탕: 14500
바질크림 파스타: 16500
왕 새우 감바스: 18000",11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,21:00,정보 없음,정보 없음,정보 없음,11:00,18:00,정보 없음,정보 없음,정보 없음,"#답례품 #선물포장 #와인바 #와인샵 #테라로사 #제로페이
향기로운 하루 되세요? 닫기",36.4993497,127.2563586,491.비올라텍스쳐.jpg,https://place.map.kakao.com/1446966579
수아빈,영업시간 월~금 11:00 ~ 18:00 토 12:00 ~ 17:00,휴무일 일요일 공휴일,세종특별자치시 도움8로 91 세종마치 2층 210호 (우)30107,044-866-0611 대표번호,카페,커피전문점,5,15,WIFI 동물출입금지 주차 휠체어사용 흡연실시설 없음,"카페 알롱제: 4000
카페 라떼: 4500
토커티브 라떼: 5000
아인슈페너: 5500
핸드드립: 변동가격 상하목장 유기농 아이스크림: 3500",11:00,18:00,정보 없음,정보 없음,정보 없음,11:00,18:00,정보 없음,정보 없음,정보 없음,11:00,18:00,정보 없음,정보 없음,정보 없음,11:00,18:00,정보 없음,정보 없음,정보 없음,11:00,18:00,정보 없음,정보 없음,정보 없음,12:00,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#로스팅전문 #이동약자접근 #핸드드립전문점 #제로페이
포장가능",36.5040516,127.271756,492.수아빈.jpg,https://place.map.kakao.com/1709147914
오로지생태한마리,영업시간 월~금 11:00 ~ 20:00 토 11:00 ~ 14:00 월~금 휴게시간 14:00 ~ 17:00,휴무일 일요일,세종특별자치시 가름로 232 세종비즈니스센터 B동 2층 207호 (우)30121,044-414-9978 대표번호,한식,해물생선,4.5,6,시설 정보 없음,"삼태탕: 12000
동태탕: 11000
애호박고기국밥: 11000
새싹삼비빔밥(계절메뉴): 11000
명태탕추: 30000",11:00,20:00,정보 없음,14:00,17:00,11:00,20:00,정보 없음,14:00,17:00,11:00,20:00,정보 없음,14:00,17:00,11:00,20:00,정보 없음,14:00,17:00,11:00,20:00,정보 없음,14:00,17:00,11:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4956693,127.2651533,493.오로지생태한마리.jpg,https://place.map.kakao.com/48834864
커피사피엔스 세종정부청사점,영업시간 월~금 08:00 ~ 20:00 주말 09:00 ~ 20:00,휴무일 정보 없음,세종특별자치시 도움8로 11-11 어진프라자 1층 103호 (우)30103,연락처 정보 없음,카페,커피사피엔스,5,3,시설 정보 없음,"스노우아메리카노: 4800
솔트크림라떼: 4800
황치즈쿠키: 4800
뉴욕초코쿠키: 4800
꿀미숫가루: 3800",8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,9:00,20:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5076305,127.2628028,494.커피사피엔스 세종정부청사점.jpg,https://place.map.kakao.com/620790320
아라준스시,영업시간 매일 10:00 ~ 22:00,연중무휴,세종특별자치시 한누리대로 499 세종포스트빌딩 2층 (우)30102,044-868-2522 대표번호,일식,초밥롤,3.2,5,시설 정보 없음,"스폐셜초밥: 28000
특선초밥: 22000
모둠초밥: 16000
혼마구로초밥: 40000
연어초밥: 20000",10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,10:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,36.5082836,127.2612436,495.아라준스시.jpg,https://place.map.kakao.com/1948599664
얌샘김밥 세종정부청사점,영업시간 월~금일 09:00 ~ 21:00,휴무일 토요일,세종특별자치시 절재로 194 세종중앙타운 1층 135호 (우)30103,044-863-1082 대표번호,분식,얌샘김밥,3.3,4,시설 정보 없음,"모다기: 9800
돈까스김치오므라이스: 11000
비빔쫄면: 7500
순두부찌게&비빔: 8500
스팸김치볶음밥: 8800",9:00,21:00,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:00,21:00,정보 없음,정보 없음,정보 없음,#점심식사 #혼밥 #카카오페이 #제로페이,36.5082074,127.2624282,496.얌샘김밥 세종정부청사점.jpg,https://place.map.kakao.com/1064453931
